,anime_id,title,title_english,genre
9257,32267,Kowaremono: Risa The Animation,,Hentai
9258,32268,Koyomimonogatari,,"Mystery, Comedy, Supernatural"
9259,32271,Dies Irae,Dies irae,"Action, Military, Super Power, Magic"
9260,32274,Ketsuekigata-kun! 4,,Comedy
9261,32281,Kimi no Na wa.,Your Name.,"Supernatural, Drama, Romance, School"
9262,32282,Shokugeki no Souma: Ni no Sara,Food Wars! The Second Plate,"Ecchi, School, Shounen"
9263,32287,Kanamewo,,"Romance, Supernatural, Drama, Shoujo Ai"
9264,32288,Jingle,,Fantasy
9265,32289,Anison Nippon,,"Action, Sci-Fi"
9266,32293,Kerorinpasu,,Music
9267,32294,Ai (ONA),,Romance
9268,32295,Ai Sky Tree 21,,Action
9269,32296,Present made no Michinori,,"Action, Music"
9270,32298,Nakanaori,Reconciliation,"Action, Samurai"
9271,32301,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,Active Raid Second,"Sci-Fi, Comedy, Police, Mecha"
9272,32309,Tabi Machi Late Show,,"Slice of Life, Drama"
9273,32311,Beautiful World,,"Action, Drama, Mecha, Music, Sci-Fi"
9274,32313,Concrete Revolutio: Choujin Gensou - The Last Song,,"Action, Sci-Fi, Mystery, Super Power, Demons, Supernatural, Drama, Fantasy"
9275,32316,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s Mini Picture Drama,,"Comedy, Magic"
9276,32321,Lupin III (2015): Italian Game,,"Action, Adventure, Comedy, Seinen"
9277,32323,Aishen Qiaokeli-ing...,,"Comedy, Harem, Romance, School"
9278,32324,Major 2nd,,"Shounen, Sports"
9279,32338,Yes! BanG_Dream!,,Music
9280,32343,Subarashii Sekai,The Wonderful World,"Music, Fantasy"
9281,32346,makemagic,,"Music, Fantasy"
9282,32349,Hot Minute: Gudetama,Hot Minute: Gudetama,"Comedy, Kids"
9283,32353,Bonobono (2016),Bono Bono,Comedy
9284,32355,Toshi Densetsu Series,,Hentai
9285,32359,Pokemon XY&Z: Subete no Nazo wo Tokiakase!,,"Action, Adventure, Fantasy, Kids"
9286,32360,Qualidea Code,,"Action, Supernatural, Magic"
9287,32365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,,"Action, Comedy, Super Power, Martial Arts, Shounen"
9288,32366,Gintama°: Aizome Kaori-hen,,"Comedy, Parody"
9289,32370,D.Gray-man Hallow,D.Gray-man HALLOW,"Action, Adventure, Super Power, Demons, Shounen"
9290,32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,,"Mystery, Shounen"
9291,32377,Azure Nihon Data Center,,Action
9292,32379,Berserk,Berserk,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural"
9293,32380,Kono Subarashii Sekai ni Shukufuku wo! OVA,,"Adventure, Comedy, Supernatural, Magic, Fantasy"
9294,32382,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",,Drama
9295,32383,Osomatsu-san Short Film Series,Mr. Osomatsu Short Film Series,"Comedy, Parody"
9296,32384,The New A-Class.: Next Stage with YOU,,"Cars, Music"
9297,32385,Project HAL,,"Action, Mecha"
9298,32397,Saga-ken wo Meguru Animation,,Slice of Life
9299,32400,KochinPa!,,Comedy
9300,32405,Marshmallow★Imouto★Succubus★,,Hentai
9301,32407,Clockwork Planet,Clockwork Planet,"Sci-Fi, Fantasy"
9302,32409,Shinmai Maou no Testament Burst Specials,,"Comedy, Demons, Ecchi"
9303,32410,Dimension W: W no Tobira Online,,"Sci-Fi, Seinen"
9304,32412,Kigyou Senshi Arslan,Corporate Warrior Arslan,"Comedy, Parody"
9305,32415,Garo: Honoo no Kokuin - Home,GARO: THE ANIMATION - HOME,"Action, Demons, Supernatural, Magic, Fantasy"
9306,32423,Pretty x Cation The Animation,,Hentai
9307,32437,One Piece: Long Ring Long Land-hen,,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen"
9308,32438,Mayoiga,The Lost Village,"Mystery, Comedy, Horror, Psychological, Drama"
9309,32446,MONSTER GENERATiON,,Music
9310,32447,Nora to Oujo to Noraneko Heart,"Nora, Princess, and Stray Cat","Comedy, Ecchi"
9311,32454,Usakame,Usakame,"Comedy, Sports, Shounen"
9312,32455,Gekidol,,Music
9313,32461,Mitsuami no Kamisama,Pigtails,"Slice of Life, Drama, Seinen"
9314,32467,Under the Dog: Anthea-chan,UNDER THE DOG Anthea-chan,"Action, Comedy, Parody"
9315,32468,Nirvana,,Music
9316,32476,Love Live! The School Idol Movie: Gekijou Manner CM,,Comedy
9317,32481,Love Live! Kouhaku Special Anime,,Music
9318,32483,Cheer Danshi!!,Cheer Boys!!,"Sports, Drama, School"
9319,32484,A-Size Classmate,,Hentai
9320,32485,Prison School OVA,,"Comedy, Romance, Ecchi, School, Seinen"
9321,32491,Kanojo to Kanojo no Neko: Everything Flows,,"Slice of Life, Psychological, Romance"
9322,32494,Days (TV),Days,"Sports, School, Shounen"
9323,32502,BlazBlue: Alter Memory Specials,,Comedy
9324,32503,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",,Ecchi
9325,32511,Girls & Panzer: Nihon Senshadou Renmei News,,Comedy
9326,32518,Shoujo kara Shoujo e...,,Hentai
9327,32521,Super Mario World: Mario to Yoshi no Bouken Land,,"Game, Comedy, Kids"
9328,32526,Love Live! Sunshine!!,Love Live! Sunshine!!,"Music, Slice of Life, School"
9329,32534,Xiyouji zhi Dasheng Guilai,Monkey King: Hero Is Back,"Adventure, Historical, Supernatural, Martial Arts, Fantasy"
9330,32542,Sakamoto desu ga?,Haven&#039;t You Heard? I&#039;m Sakamoto,"Slice of Life, Comedy, School, Seinen"
9331,32543,Lu Shidai 2nd Season,,"Action, Adventure, Comedy, Game, Parody"
9332,32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,,"Slice of Life, Comedy, School, Seinen"
9333,32548,Imawa no Kuni no Alice,,Action
9334,32551,Digimon Adventure tri. 3: Kokuhaku,Digimon Adventure tri. Confession,"Action, Adventure, Comedy, Drama"
9335,32553,Nisekoi: OVA,,"Harem, Comedy, Parody, Magic, Romance, Shounen"
9336,32555,Stella no Mahou,Magic of Stella,"Game, Slice of Life, Comedy, School"
9337,32561,Hai to Gensou no Grimgar Special,Grimgar: Ashes and Illusions Special,Comedy
9338,32563,Starry Tales: Seiza wa Toki wo Koete,,"Fantasy, Space"
9339,32564,Tokiwa Kitareri!!,,"Action, Magic, Shounen"
9340,32566,Noblesse: Pamyeol-ui Sijak,,"Action, Adventure, Supernatural"
9341,32568,Kamiwaza Wanda,,"Sci-Fi, Kids"
9342,32571,Shounen Ashibe: Go! Go! Goma-chan,,"Slice of Life, Comedy, Seinen"
9343,32572,Neko Neko Nihonshi,Meow Meow Japanese History,"Historical, Kids, Parody"
9344,32574,Kekkai Sensen: Ousama no Restaurant no Ousama,,"Action, Comedy, Super Power, Supernatural, Fantasy, Shounen"
9345,32582,Duel Masters VSRF,Duel Masters Versus Revolution Final,"Action, Adventure, Comedy, Shounen"
9346,32587,Shoujo Ramune,,Hentai
9347,32595,Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,"Adventure, Fantasy"
9348,32596,The Snack World (TV),,"Adventure, Comedy, Kids, Fantasy"
9349,32600,Kanojo wa Zombie,,"Music, Romance"
9350,32601,12-sai.: Chicchana Mune no Tokimeki,,"Romance, School, Shoujo"
9351,32603,Okusama ga Seitokaichou!+!,My Wife is the Student Council President!+,"Comedy, Romance, Ecchi, School, Shounen"
9352,32606,Onigiri,Onigiri,"Comedy, Supernatural, Fantasy"
9353,32607,Gi(a)rlish Number,Girlish Number,Slice of Life
9354,32608,Endride,Endride,"Adventure, Fantasy"
9355,32613,Elsword: El-ui Yeoin,,"Action, Fantasy"
9356,32615,Youjo Senki,The Saga of Tanya the Evil,"Magic, Military"
9357,32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,,Hentai
9358,32625,Okusama ga Seitokaichou! OVA: Okusama Gekijou,,"Comedy, Shounen"
9359,32633,Nowisee,,Music
9360,32634,Okusama ga Seitokaichou!: Okusama Gekijou,,"Comedy, Shounen"
9361,32648,Handa-kun,Handa-kun,"Slice of Life, Comedy, Shounen"
9362,32664,Bananya,Bananya,"Slice of Life, Comedy, Kids"
9363,32665,Historical,,"Adventure, Historical"
9364,32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,,Hentai
9365,32668,Noblesse: Awakening,,"Action, School, Supernatural, Vampire"
9366,32670,Battle Spirits: Double Drive,,"Action, Game, Kids, Fantasy"
9367,32673,Udon no Kuni no Kiniro Kemari,Poco&#039;s Udon World,"Slice of Life, Fantasy, Seinen"
9368,32681,Uchuu Patrol Luluco,Space Patrol Luluco,"Action, Adventure, Comedy, Space"
9369,32682,Kagewani: Shou,Kagewani -II-,"Mystery, Horror, Supernatural, Thriller"
9370,32684,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,,"Comedy, School, Shoujo, Shounen Ai, Slice of Life"
9371,32686,Keijo!!!!!!!!,Keijo!!!!!!!!,"Action, Sports, Ecchi, Shounen"
9372,32691,Flowering Heart,Flowering Heart,"Kids, Magic"
9373,32695,Match Shoujo,The Little Match Girl,
9374,32696,Fukigen na Mononokean,The Morose Mononokean,"Comedy, Demons, Supernatural"
9375,32697,Ozmafia!!,,"Harem, Historical, Romance, Fantasy, Shoujo"
9376,32698,Monster Musume no Iru Nichijou OVA,Everyday Life with Monster Girls OVA,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen"
9377,32699,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,,Comedy
9378,32700,Heart Realize,,Music
9379,32707,Jewelpet: Attack Chance!?,,"Comedy, Magic, Fantasy, Shoujo"
9380,32717,Aikatsu Stars!,,"Music, Slice of Life, School, Shoujo"
9381,32728,Sensou no Tsukurikata,What Happens Before War?,"Kids, Drama"
9382,32729,Orange,Orange,"Sci-Fi, Drama, Romance, School, Shoujo"
9383,32730,Love Live! x Watering KissMint Collaboration CM,,Music
9384,32735,Persona 3 the Movie Meets “Walkman”,,Drama
9385,32736,Pepsi Nex x 009 Re:Cyborg,,"Action, Comedy"
9386,32737,009 Re:Cyborg x Zip,,"Comedy, Super Power"
9387,32739,JRA Hokan Keikaku,,"Action, Mecha"
9388,32740,Girls & Panzer Movie Specials,,"Military, School"
9389,32745,Fake Style,,Music
9390,32749,Hizumu Realism,,"Dementia, Music"
9391,32750,Ashita e Mukau Hito,The One that Heads to Tomorrow,Music
9392,32751,Xiao Men Shen,Little Door Gods,"Comedy, Fantasy"
9393,32761,Gekkou Shokudou,,Music
9394,32764,Sun Set Sun,,Music
9395,32765,Cherry Blossom (Music),,Music
9396,32772,Puzzle & Dragons Cross,Puzzle & Dragons X,"Game, Kids"
9397,32785,Future Card Buddyfight Triple D,Future Card Buddyfight Triple D,Game
9398,32789,Answer,,"Music, Supernatural, Vampire"
9399,32792,Mobile Suit Gundam Unicorn RE:0096,Mobile Suit Gundam Unicorn RE:0096,"Action, Drama, Mecha, Military, Sci-Fi, Space"
9400,32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon? OVA,"Action, Adventure, Comedy, Romance, Fantasy"
9401,32802,Cardfight!! Vanguard G: Stride Gate-hen,Cardfight!! Vanguard G Stride Gate,"Action, Game, Shounen"
9402,32804,Ainone,,"Music, Drama"
9403,32805,Nyanbo!,Nyanbo!,Comedy
9404,32806,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,,"Music, Slice of Life, School, Shoujo"
9405,32813,2010,,Music
9406,32816,Teekyuu 6 Specials,,"Comedy, Sports, Shounen"
9407,32817,Teekyuu 7 Specials,,"Comedy, Sports, Shounen"
9408,32826,Yuuki no Baton,,Music
9409,32827,B: The Beginning,,"Action, Mystery, Police, Psychological, Supernatural, Thriller"
9410,32828,Amaama to Inazuma,Sweetness & Lightning,"Comedy, Seinen, Slice of Life"
9411,32829,Nobunaga no Shinobi,Ninja Girl & Samurai Master,"Comedy, Historical"
9412,32830,Chou Shounen Tanteidan Neo,,Mystery
9413,32831,Hungry to Win,,"Action, Sports"
9414,32832,Kaze no You ni,,"Drama, Slice of Life"
9415,32833,Nudist Beach ni Shuugaku Ryokou de!! The Animation,In school trip to the nudist beach!!,Hentai
9416,32836,Senki Zesshou Symphogear AXZ,,"Action, Music, Sci-Fi"
9417,32843,Senki Zesshou Symphogear XV,,"Action, Music, Sci-Fi"
9418,32853,7-kakan.,,Music
9419,32854,Fr/day Night,,"Comedy, Music"
9420,32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,,"Action, Comedy, School, Shounen"
9421,32864,JK to Ero Konbini Tenchou,,Hentai
9422,32866,Brave Witches,Brave Witches,"Action, Military, Sci-Fi, Magic"
9423,32867,Bungou Stray Dogs 2nd Season,Bungo Stray Dogs 2,"Action, Mystery, Supernatural, Seinen"
9424,32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Winter Cup Highlights Episode 1 – Winter Cup Highlights -Shadow and Light-,"Sports, School, Shounen"
9425,32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Winter Cup Highlights Episode 2 – Winter Cup Highlights -Beyond the Tears-,"Sports, School, Shounen"
9426,32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,"Comedy, Sports, Shounen"
9427,32872,Energy Kyouka!!,,Hentai
9428,32875,Shokupan Mimi Specials,,Comedy
9429,32876,Nameko: Sekai no Tomodachi,,"Comedy, Kids"
9430,32878,ēlDLIVE,elDLIVE,"Action, Sci-Fi, Space, Police"
9431,32879,Norn9: Norn+Nonet Recap,,"Adventure, Romance, Fantasy, Josei"
9432,32881,Tiger Mask W,Tiger Mask W,"Action, Sports, Drama, Shounen"
9433,32886,Anitore! EX: Jigoku no Training,,Sports
9434,32887,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,"Action, Adventure, Fantasy"
9435,32888,Sinbad: Mahiru no Yoru to Fushigi no Mon,Sinbad: Night at High Noon and the Wonder Gate,Adventure
9436,32894,Love Bites,,Horror
9437,32895,Chijoku no Seifuku,,Hentai
9438,32898,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,,"Action, Space, Mecha"
9439,32899,Watashi ga Motete Dousunda,"Kiss Him, Not Me!","Harem, Comedy, Romance, School, Shoujo"
9440,32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,The Irregular at Magic High School The Movie - The Girl Who Summons The Stars,"Action, Magic, Supernatural, Sci-Fi"
9441,32901,Eromanga-sensei,Eromanga Sensei,"Comedy, Drama, Romance, Ecchi"
9442,32902,Mahoutsukai no Yome: Hoshi Matsu Hito,The Ancient Magus&#039; Bride: Those Awaiting a Star,"Slice of Life, Magic, Fantasy, Shounen"
9443,32906,Bishoujo Yuugi Unit Crane Game Girls,Crane Game Girls,"Game, Space, Comedy"
9444,32915,Durarara!!x2 Ketsu: Dufufufu!!,Durarara!! x2 Ketsu: Dufufufu!!,"Action, Mystery, Supernatural"
9445,32924,Urara Meirochou,Urara Meirocho,"Slice of Life, Comedy, Fantasy, Seinen"
9446,32927,Mobile Suit Gundam UC: A Phantom World,,"Action, Mecha"
9447,32930,Fairy Tail OVA (2016),,"Comedy, Magic, Ecchi, Fantasy, Shounen"
9448,32932,Choujuu Giga,Choju Jinbutsu Giga,Romance
9449,32934,Zonmi-chan: Meat Pie of the Dead,,"Comedy, Horror, Supernatural"
9450,32935,Haikyuu!!: Karasuno Koukou VS Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,"Comedy, Sports, Drama, School, Shounen"
9451,32936,Gin no Guardian,The Silver Guardian,"Adventure, Fantasy"
9452,32937,Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God&#039;s Blessing on This Wonderful World! 2,"Adventure, Comedy, Parody, Supernatural, Magic, Fantasy"
9453,32943,Hikari: Kariya wo Tsunagu Monogatari,,Sports
9454,32944,CoCO & NiCO,,"Comedy, Kids"
9455,32946,Gyakuten Saiban 6 Prologue,,Mystery
9456,32947,Battery,,"Slice of Life, Sports, Drama"
9457,32948,Fune wo Amu,The Great Passage,"Slice of Life, Drama, Romance"
9458,32949,Kuzu no Honkai,Scum&#039;s Wish,"Drama, Romance, Ecchi, School, Seinen"
9459,32950,RS Keikaku: Rebirth Storage,RS Project: Rebirth Storage,Mecha
9460,32951,Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,"Action, Magic, Fantasy, School"
9461,32953,Koi ni Naritai Aquarium,,Music
9462,32954,Flying Witch Petit,,"Slice of Life, Comedy, Supernatural"
9463,32959,Mirai no Watashi,,"Slice of Life, Comedy"
9464,32961,Regalia: The Three Sacred Stars,Regalia: The Three Sacred Stars,"Action, Sci-Fi, Mecha"
9465,32962,Occultic;Nine,Occultic;Nine,"Sci-Fi, Mystery"
9466,32977,Aggressive Retsuko,Aggretsuko,"Music, Comedy"
9467,32979,Flip Flappers,Flip Flappers,"Sci-Fi, Adventure, Comedy, Magic"
9468,32981,Hand Shakers,Hand Shakers,Action
9469,32982,Imakara Atashi......,,Hentai
9470,32983,Natsume Yuujinchou Go,Natsume&#039;s Book of Friends Season 5,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
9471,32989,King of Prism by Pretty Rhythm Short Anime,,"Music, Comedy, Fantasy"
9472,32993,Sore ga Seiyuu!: Petit Uchiage,,"Slice of Life, Comedy"
9473,32995,Yuri!!! on Ice,Yuri!!! On ICE,"Comedy, Sports"
9474,32997,Lo Re: Pako Sukusuku Mizuki-chan The Animation,,Hentai
9475,32998,91 Days,91 Days,"Action, Drama, Historical"
9476,32999,"Neko mo, Onda-ke",,"Slice of Life, Comedy"
9477,33003,Mahou Shoujo Ikusei Keikaku,Magical Girl Raising Project,"Action, Supernatural, Magic, Thriller, Fantasy"
9478,33004,Tanaka-kun wa Kyou mo Kedaruge,,"Comedy, School"
9479,33010,FLCL Progressive,,"Action, Comedy, Dementia, Mecha, Parody, Sci-Fi"
9480,33011,Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku,KAIJU GIRLS,"Comedy, Parody, Fantasy"
9481,33012,Island,,"Sci-Fi, Drama"
9482,33013,Super Lovers OVA,,"Slice of Life, Comedy, Drama, Romance, Shounen Ai"
9483,33018,Katsugeki/Touken Ranbu,Katsugeki Touken Ranbu,"Action, Fantasy, Historical, Samurai"
9484,33019,Reikenzan: Eichi e no Shikaku,,"Comedy, Magic, Fantasy"
9485,33021,Ragnastrike Angels,,Action
9486,33023,Touken Ranbu: Hanamaru,Touken Ranbu - Hanamaru,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy"
9487,33024,Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa,Majestic Prince Episode 25 – Wings to the Future,"Action, Sci-Fi, Space, Mecha, School, Seinen"
9488,33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,,"Action, Sci-Fi, Space, Mecha, School, Seinen"
9489,33026,Time Bokan 24,Time Bokan 24,"Adventure, Comedy, Mecha"
9490,33027,Infini-T Force,,"Action, Sci-Fi, Super Power"
9491,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope&#039;s Peak High School - Despair Arc,"Action, Mystery, Horror, Psychological, School"
9492,33031,Shakunetsu no Takkyuu Musume,Scorching Ping Pong Girls,Sports
9493,33032,Drifters: Special Edition,,"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen"
9494,33033,Starmyu OVA,,"Music, Slice of Life, School"
9495,33034,Kiniro Mosaic: Pretty Days,,"Slice of Life, Comedy, School, Seinen"
9496,33035,"Yuyushiki: Komarasetari, Komarasaretari",,"Slice of Life, Comedy, School"
9497,33036,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,The Moment You Fall in Love,"Comedy, Drama, Romance, School"
9498,33037,Tsukiuta. The Animation,TSUKIUTA. The Animation,Music
9499,33038,Nuwa Chengzhang Riji,,"Comedy, Fantasy"
9500,33041,Bubuki Buranki: Hoshi no Kyojin,BBK/BRNK: The Gentle Giants of the Galaxy,"Action, Sci-Fi, Drama, Mecha"
9501,33042,Zonmi-chan: Halloween☆Special Movie!,,"Comedy, Horror"
9502,33045,Dream Festival!,Dream Festival!,Music
9503,33046,B-Project: Kodou*Ambitious,,"Music, Shoujo"
9504,33047,Fate/Extra: Last Encore,Fate/Extra: Last Encore,"Action, Magic, Fantasy"
9505,33048,Zegapain ADP,,"Action, Sci-Fi, Romance, Mecha"
9506,33049,Fate/stay night Movie: Heaven&#039;s Feel - II. Lost Butterfly,Fate/stay night: Heaven&#039;s Feel - II. Lost Butterfly,"Action, Supernatural, Magic, Fantasy"
9507,33050,Fate/stay night Movie: Heaven&#039;s Feel 3,,"Action, Fantasy, Magic, Supernatural"
9508,33051,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,"Action, Drama, Mecha, Sci-Fi, Space"
9509,33056,Buddy Go!,,"Comedy, Romance, Shoujo"
9510,33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,,"Action, Military, Sci-Fi, Space, Drama"
9511,33069,Dimension W Special,,"Sci-Fi, Seinen"
9512,33071,Bungou Stray Dogs: Hitori Ayumu,,"Action, Mystery, Supernatural, Seinen"
9513,33074,Lupin III (2015) Specials,Lupin the Third,"Action, Adventure, Comedy, Seinen"
9514,33075,Musaigen no Phantom World Special,Myriad Colors Phantom World Special,"Action, Comedy, Fantasy, Supernatural"
9515,33080,Brotherhood: Final Fantasy XV,,Action
9516,33082,Kingsglaive: Final Fantasy XV,Kingsglaive: Final Fantasy XV,Action
9517,33087,Meiji Tokyo Renka Movie: Hanakagami no Fantasia,,"Fantasy, Harem, Historical, Romance, Shoujo"
9518,33089,Kemono Friends,,"Adventure, Comedy, Fantasy"
9519,33091,Planetarian: Chiisana Hoshi no Yume,Planetarian,"Sci-Fi, Drama"
9520,33094,WWW.Working!!,WWW.WAGNARIA!!,"Slice of Life, Comedy"
9521,33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,Descending Stories: Showa Genroku Rakugo Shinju,"Drama, Historical, Josei"
9522,33102,Nijiiro Days: Houkago Special,,"Slice of Life, Comedy, Romance, School, Shoujo"
9523,33103,Zekkyou Gakkyuu: Tensei,,"Horror, Shoujo, Supernatural"
9524,33104,Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,,Hentai
9525,33105,"Wake Up, Girl Zoo! Miyagi PR de Go!",,Comedy
9526,33106,Love Live! μ&#039;s Final Love Live! Opening Animation,,Music
9527,33113,Scared Rider Xechs,,"Sci-Fi, Adventure, Harem, Romance"
9528,33118,Kuma Miko Specials,,"Comedy, Seinen"
9529,33119,Tokyogurashi!,Tokyo-Live!,"Music, Parody"
9530,33125,Shiiku x Kanojo: Tenshi no Kousoku-hen,,Hentai
9531,33126,Kurogane no Linebarrels Picture Drama,,Mecha
9532,33129,Joker Game: Kuroneko Yoru no Bouken,,"Military, Historical, Drama"
9533,33130,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,,Historical
9534,33138,Nama Lo Re: Namakemono The Animation,,Hentai
9535,33142,Re:Zero kara Hajimeru Break Time,Re:ZERO ~Starting Break Time From Zero~,"Adventure, Comedy, Parody, Fantasy"
9536,33145,Detective Conan: Chase the Mysterious Comet Monster!,,Mystery
9537,33146,Detective Conan: Let&#039;s Try a Curious Experiment!,,Mystery
9538,33148,Detective Conan: Let&#039;s Experience the Jomon Period!,,Mystery
9539,33149,Detective Conan: The Internet - The Mysterious E-mail Case,,Mystery
9540,33150,Detective Conan: A Written Challenge from the Pyramids!,,Mystery
9541,33151,Meitantei Conan: Kodai Kyouryuu no Nazo ni Semare!,,Mystery
9542,33152,Detective Conan: City Exploration! Get the Animal Mark!,,Mystery
9543,33153,Houkago Initiation,,Hentai
9544,33154,Osiris no Tenbin: Season 2,,"Drama, Supernatural, Thriller"
9545,33155,Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,,"Action, School"
9546,33156,Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,,"Comedy, School, Slice of Life"
9547,33157,Tanaka-kun wa Itsumo Kedaruge Specials,Tanaka-kun is Always Listless,"Comedy, School, Slice of Life"
9548,33161,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,,"Comedy, Romance, School"
9549,33163,Seishain Cyborg 003,,Comedy
9550,33164,Musaigen no Phantom World: Limitless Phantom World,,"Comedy, Supernatural, Fantasy"
9551,33165,Mashou no Nie 3,,Hentai
9552,33170,"Kokoro ga Sakebitagatterunda. x Sony Hi-Res ""Walkman"" and Headphone",,Drama
9553,33173,Sansha Sanyou Specials,,"Comedy, School, Slice of Life"
9554,33181,Nijiiro Days OVA,Rainbow Days OVA,"Comedy, Romance, School, Shoujo, Slice of Life"
9555,33183,Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,,"Action, Slice of Life, Magic, Fantasy, School, Shoujo"
9556,33184,Battle Girl High School,Battle Girl High School,"Action, Sci-Fi, School"
9557,33185,Peace Maker Kurogane Movie 1: Omou Michi,,"Action, Comedy, Historical, Samurai, Shounen"
9558,33187,Katsudou Shashin,,
9559,33190,Planetarian: Hoshi no Hito,,"Sci-Fi, Drama"
9560,33191,Kishibe Rohan wa Ugokanai,,"Action, Mystery, Supernatural, Shounen"
9561,33192,Robot Town Sagami 2028,Robot Town Sagami 2028,Drama
9562,33197,Lostorage Incited WIXOSS,Lostorage incited WIXOSS,"Game, Psychological"
9563,33201,Ojisan to Marshmallow Special,Ojisan and Marshmallow Episode 13: Hige-san and Marshmallow,Comedy
9564,33203,Fukumenkei Noise,Anonymous Noise,"Music, Romance, Shoujo"
9565,33204,Hirune Hime: Shiranai Watashi no Monogatari,Napping Princess,"Sci-Fi, Adventure, Fantasy, Mecha"
9566,33205,Star Fox Zero: The Battle Begins,,"Action, Sci-Fi, Space"
9567,33206,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi&#039;s Dragon Maid,"Slice of Life, Comedy, Fantasy"
9568,33208,Utawarerumono: Itsuwari no Kamen Specials,,"Comedy, Fantasy"
9569,33209,Huyao Xiao Hongniang: Wangquan Fugui,,"Comedy, Historical, Supernatural, Romance"
9570,33218,Kimi no Koe wo Todoketai,Your Voice -KIMIKOE-,Drama
9571,33219,Kagerou Daze: In a Day&#039;s,,"Sci-Fi, Slice of Life, Comedy, Supernatural, Magic, Romance"
9572,33220,Natsu no Gero wa Fuyu no Sakana,Summer&#039;s Puke is Winter&#039;s Delight,"Dementia, Music"
9573,33221,Mobile Suit Gundam Thunderbolt: December Sky,,"Action, Military, Sci-Fi, Space, Drama, Mecha"
9574,33222,Fudanshi Koukou Seikatsu,The Highschool Life of a Fudanshi,"Slice of Life, Comedy, School, Shoujo"
9575,33225,Mobile Suit Gundam-san (ONA),,"Comedy, Parody, Mecha"
9576,33226,Kotowaza Gundam-san,,"Comedy, Parody, Mecha"
9577,33228,Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,,"Comedy, Parody, Mecha"
9578,33231,Fella Hame Lips,,Hentai
9579,33232,Area 88 Movie,,"Action, Military, Adventure, Drama, Romance"
9580,33236,Committed RED,,Music
